person_id,Sex,past_login_total,past_1_month_login,past_1_week_login,sub_size,email_type,phone_rat,apple_rat,login
437,female,11.0,0.0,0.0,6.0,hanmail,0.0,0.8181818181818182,0
2164,male,1.0,0.0,0.0,0.0,other,0.0,0.0,0
1863,female,,,,0.0,gmail,0.0,0.0,0
495,female,2.0,0.0,0.0,0.0,gmail,1.0,0.0,1
1390,female,12.0,0.0,0.0,3.0,gmail,0.0,1.0,0
2139,female,1.0,0.0,0.0,0.0,nate,0.0,0.0,0
1805,female,1.0,0.0,0.0,1.0,gmail,0.0,0.0,0
1331,female,13.0,0.0,0.0,0.0,naver,0.6153846153846154,0.0,0
1299,male,2.0,0.0,0.0,0.0,naver,0.0,1.0,0
36,female,1.0,1.0,1.0,0.0,gmail,0.0,0.0,1
1066,male,,,,0.0,gmail,0.0,0.0,0
926,female,56.0,0.0,0.0,2.0,gmail,0.0,0.0,0
1607,female,3.0,0.0,0.0,0.0,naver,1.0,0.0,0
767,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1282,male,1.0,0.0,0.0,0.0,other,0.0,0.0,0
2130,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1764,female,4.0,0.0,0.0,0.0,gmail,0.0,1.0,0
665,female,1.0,0.0,0.0,0.0,other,0.0,1.0,0
1340,male,1.0,0.0,0.0,0.0,other,1.0,0.0,0
690,female,3.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1107,female,5.0,0.0,0.0,0.0,gmail,0.8,0.0,0
768,male,3.0,0.0,0.0,0.0,other,0.0,0.0,0
1450,male,2.0,0.0,0.0,0.0,gmail,0.0,0.0,0
445,female,4.0,0.0,0.0,0.0,gmail,0.0,0.0,0
924,female,16.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1594,male,3.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1332,female,14.0,0.0,0.0,0.0,other,0.6428571428571429,0.0,0
934,male,4.0,0.0,0.0,0.0,gmail,0.25,0.0,0
2182,male,1.0,0.0,0.0,0.0,nate,0.0,0.0,0
307,male,,,,0.0,gmail,0.0,1.0,0
296,female,15.0,3.0,0.0,2.0,naver,0.0,0.0,0
1162,male,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
1170,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
675,female,14.0,0.0,0.0,0.0,naver,0.0,0.0,0
140,female,1.0,1.0,1.0,0.0,gmail,0.0,0.0,0
786,male,9.0,0.0,0.0,0.0,gmail,0.0,0.5555555555555556,0
1792,male,6.0,0.0,0.0,0.0,hanmail,0.0,0.0,0
2108,female,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
986,female,4.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1521,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
252,female,94.0,18.0,0.0,1.0,gmail,0.8617021276595744,0.8617021276595744,1
829,male,15.0,0.0,0.0,2.0,gmail,0.0,1.0,0
2115,male,1.0,0.0,0.0,0.0,gmail,1.0,1.0,0
1023,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
559,male,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
369,female,19.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1970,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1543,male,,,,0.0,gmail,0.0,0.0,0
879,male,3.0,0.0,0.0,0.0,gmail,0.0,0.0,0
877,female,2.0,0.0,0.0,0.0,nate,0.0,0.0,0
504,female,3.0,0.0,0.0,3.0,naver,0.0,0.0,0
293,female,9.0,1.0,0.0,0.0,naver,0.2222222222222222,0.0,0
1378,female,5.0,0.0,0.0,0.0,other,0.0,0.0,0
1414,female,35.0,0.0,0.0,76.0,other,0.08571428571428573,1.0,0
954,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1739,female,3.0,0.0,0.0,0.0,naver,0.0,0.0,0
1320,female,14.0,0.0,0.0,0.0,other,0.5,0.0,0
850,female,4.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1990,female,,,,0.0,naver,0.0,0.0,0
1928,female,2.0,0.0,0.0,0.0,gmail,0.0,1.0,0
1099,female,,,,0.0,other,0.0,0.0,0
1641,male,3.0,0.0,0.0,0.0,gmail,1.0,0.0,0
1712,female,27.0,0.0,0.0,20.0,gmail,0.0,0.0,0
2018,male,,,,4.0,naver,0.0,0.0,0
1563,male,5.0,0.0,0.0,0.0,gmail,0.2,0.0,0
1663,female,2.0,0.0,0.0,0.0,gmail,0.0,1.0,0
532,female,17.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1937,female,1.0,0.0,0.0,0.0,naver,0.0,1.0,0
634,female,,,,0.0,gmail,0.0,0.0,1
1522,male,1.0,0.0,0.0,0.0,naver,1.0,1.0,0
2179,male,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
1262,female,1.0,0.0,0.0,0.0,other,0.0,0.0,0
1982,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
315,female,2.0,2.0,0.0,0.0,gmail,0.0,0.0,0
1011,female,19.0,0.0,0.0,1.0,gmail,0.21052631578947367,0.21052631578947367,0
1927,female,8.0,0.0,0.0,0.0,gmail,0.25,0.0,0
1233,male,1.0,0.0,0.0,0.0,other,1.0,0.0,0
2006,female,4.0,0.0,0.0,0.0,gmail,0.0,0.0,0
438,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
764,female,7.0,0.0,0.0,0.0,gmail,0.0,0.0,0
679,female,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
1744,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
440,female,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
699,female,2.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1294,female,1.0,0.0,0.0,0.0,other,0.0,0.0,0
2180,male,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
385,male,9.0,0.0,0.0,2.0,naver,0.0,0.0,1
1409,male,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
431,male,16.0,0.0,0.0,9.0,nate,0.0625,0.0,1
1648,female,1.0,0.0,0.0,3.0,other,0.0,0.0,0
2033,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
2021,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
944,female,3.0,0.0,0.0,0.0,other,0.0,0.0,0
79,male,17.0,9.0,9.0,0.0,gmail,0.2352941176470588,0.8823529411764706,1
281,female,2.0,2.0,0.0,0.0,gmail,0.5,0.0,0
354,male,12.0,0.0,0.0,1.0,gmail,0.08333333333333333,0.5,0
40,female,5.0,5.0,5.0,1.0,gmail,0.2,0.0,0
1847,female,5.0,0.0,0.0,0.0,gmail,0.6,0.0,0
3,male,13.0,13.0,11.0,7.0,gmail,0.07692307692307693,1.0,1
149,female,2.0,2.0,1.0,0.0,gmail,0.0,1.0,1
141,male,4.0,4.0,4.0,0.0,gmail,0.0,0.0,1
1112,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
596,male,2.0,0.0,0.0,0.0,gmail,0.0,1.0,0
483,male,1.0,0.0,0.0,1.0,other,0.0,0.0,0
1003,male,,,,0.0,gmail,0.0,0.0,0
1954,female,1.0,0.0,0.0,0.0,gmail,1.0,0.0,0
1516,female,6.0,0.0,0.0,5.0,gmail,0.0,0.16666666666666666,0
499,male,,,,0.0,gmail,0.0,0.0,1
1532,female,11.0,0.0,0.0,0.0,hanmail,0.09090909090909093,0.0,0
1433,female,2.0,0.0,0.0,0.0,gmail,1.0,1.0,0
1825,male,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
155,male,31.0,6.0,1.0,1.0,gmail,0.03225806451612903,0.03225806451612903,0
355,male,2.0,0.0,0.0,0.0,gmail,0.0,1.0,0
604,female,25.0,0.0,0.0,46.0,gmail,0.0,0.92,0
621,male,19.0,0.0,0.0,9.0,gmail,0.0,1.0,0
540,male,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
1315,female,2.0,0.0,0.0,0.0,other,0.5,0.0,0
1016,female,14.0,0.0,0.0,0.0,naver,0.0,0.0,0
869,male,11.0,0.0,0.0,1.0,gmail,0.0,0.0,0
2087,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
647,male,,,,0.0,gmail,0.0,0.0,0
1277,female,1.0,0.0,0.0,0.0,other,0.0,0.0,0
1943,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1123,female,11.0,0.0,0.0,1.0,naver,0.0,0.0,0
328,male,19.0,2.0,0.0,4.0,gmail,0.0,0.0,0
940,female,18.0,0.0,0.0,0.0,gmail,0.1111111111111111,0.0,0
1586,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1619,female,1.0,0.0,0.0,0.0,naver,0.0,1.0,0
2028,female,5.0,0.0,0.0,0.0,gmail,0.4,0.0,0
664,female,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
1646,male,,,,100.0,naver,0.0,0.0,0
2174,female,2.0,0.0,0.0,0.0,other,0.0,0.0,0
362,male,3.0,0.0,0.0,0.0,gmail,0.3333333333333333,0.0,0
91,female,7.0,3.0,2.0,0.0,gmail,0.0,0.0,1
830,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
407,female,2.0,0.0,0.0,0.0,gmail,0.0,0.0,0
202,male,1.0,1.0,0.0,0.0,naver,0.0,0.0,1
1227,female,1.0,0.0,0.0,0.0,naver,0.0,1.0,0
1205,female,7.0,0.0,0.0,0.0,gmail,0.14285714285714285,0.8571428571428571,0
832,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
2165,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
448,male,3.0,0.0,0.0,0.0,gmail,0.0,0.3333333333333333,0
1753,female,10.0,0.0,0.0,0.0,gmail,0.2,1.0,0
227,male,2.0,1.0,0.0,0.0,gmail,0.5,0.0,0
1661,female,5.0,0.0,0.0,0.0,naver,0.0,0.0,0
1125,female,1.0,0.0,0.0,0.0,other,0.0,1.0,0
349,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
891,female,2.0,0.0,0.0,0.0,gmail,0.0,0.0,0
417,male,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
1859,female,,,,0.0,naver,0.0,0.0,1
606,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
137,female,,,,0.0,gmail,0.0,1.0,0
927,female,32.0,0.0,0.0,19.0,naver,0.0,0.0,0
1621,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
344,female,10.0,1.0,0.0,1.0,gmail,0.0,0.0,0
203,male,1.0,1.0,0.0,0.0,gmail,0.0,1.0,1
1931,male,2.0,0.0,0.0,0.0,naver,0.0,0.0,0
501,male,2.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1397,female,2.0,0.0,0.0,3.0,other,0.0,0.0,0
1518,male,30.0,0.0,0.0,0.0,naver,0.0,0.0,0
789,female,1.0,0.0,0.0,0.0,other,0.0,0.0,0
1585,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
530,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
2095,male,1.0,0.0,0.0,0.0,naver,0.0,1.0,0
1457,female,3.0,0.0,0.0,10.0,gmail,0.0,0.0,0
796,female,1.0,0.0,0.0,0.0,other,1.0,0.0,0
1281,male,3.0,0.0,0.0,0.0,other,0.3333333333333333,0.0,0
804,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
617,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
245,female,12.0,3.0,0.0,0.0,gmail,0.0,0.0,0
1948,male,1.0,0.0,0.0,0.0,other,0.0,0.0,0
569,female,5.0,0.0,0.0,0.0,gmail,0.4,0.0,0
6,male,4.0,3.0,2.0,0.0,gmail,0.0,0.0,1
1019,male,3.0,0.0,0.0,0.0,gmail,0.3333333333333333,0.3333333333333333,0
2036,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1695,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
983,male,,,,0.0,gmail,1.0,0.0,0
599,male,4.0,0.0,0.0,0.0,gmail,0.0,0.0,0
471,male,,,,1.0,other,0.0,0.0,0
103,male,1.0,1.0,1.0,0.0,naver,1.0,0.0,0
1303,male,1.0,0.0,0.0,0.0,other,0.0,0.0,0
38,male,1.0,1.0,1.0,0.0,gmail,0.0,1.0,0
1732,male,6.0,0.0,0.0,0.0,naver,0.16666666666666666,0.0,0
1855,male,,,,0.0,gmail,0.0,0.2,0
2000,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
120,female,6.0,6.0,1.0,0.0,naver,0.0,0.0,1
312,female,8.0,1.0,0.0,0.0,gmail,0.0,0.0,0
1711,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1642,male,3.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1758,male,2.0,0.0,0.0,0.0,nate,0.0,0.0,0
1217,female,1.0,0.0,0.0,0.0,nate,0.0,1.0,0
1389,female,31.0,0.0,0.0,15.0,gmail,0.0,0.0,0
292,female,1.0,1.0,0.0,0.0,naver,1.0,0.0,0
1622,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
12,male,2.0,2.0,1.0,0.0,naver,0.5,0.0,1
61,female,2.0,2.0,2.0,0.0,gmail,0.0,0.0,0
1720,male,2.0,0.0,0.0,0.0,other,0.0,0.0,0
906,male,2.0,0.0,0.0,0.0,gmail,0.5,0.0,0
868,female,,,,0.0,gmail,0.0,0.0,0
444,male,11.0,0.0,0.0,3.0,gmail,0.09090909090909093,0.09090909090909093,0
2135,male,1.0,0.0,0.0,0.0,naver,1.0,0.0,0
1509,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1256,female,1.0,0.0,0.0,0.0,other,0.0,0.0,0
351,male,8.0,0.0,0.0,0.0,naver,0.0,0.0,0
1783,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1930,male,2.0,0.0,0.0,0.0,gmail,0.5,0.0,0
1449,female,1.0,0.0,0.0,0.0,naver,1.0,0.0,0
2054,female,2.0,0.0,0.0,0.0,gmail,0.0,0.0,0
531,female,33.0,0.0,0.0,56.0,gmail,0.0,0.0,0
793,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1206,male,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
88,female,62.0,4.0,1.0,34.0,gmail,0.0,0.0,1
1049,female,1.0,0.0,0.0,0.0,hanmail,0.0,1.0,0
350,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
18,female,6.0,6.0,6.0,2.0,naver,0.0,0.0,1
782,male,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
826,female,61.0,0.0,0.0,12.0,gmail,0.032786885245901634,0.0,0
809,male,98.0,0.0,0.0,49.0,gmail,0.010204081632653059,0.9387755102040816,0
1425,male,,,,1.0,other,0.0,0.0,0
1939,male,21.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1762,male,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
1994,female,1.0,0.0,0.0,0.0,gmail,0.0,1.0,0
1971,female,1.0,0.0,0.0,0.0,naver,0.0,0.0,0
1749,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
831,female,23.0,0.0,0.0,0.0,naver,0.08695652173913042,0.0,0
1551,male,12.0,0.0,0.0,2.0,naver,0.0,0.0,0
1569,female,2.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1374,female,30.0,0.0,0.0,0.0,gmail,0.03333333333333333,1.0,0
933,male,4.0,0.0,0.0,0.0,gmail,0.0,0.0,0
2063,male,4.0,0.0,0.0,0.0,gmail,0.0,0.0,0
1075,male,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
33,male,5.0,5.0,5.0,0.0,gmail,0.4,0.4,1
1310,female,2.0,0.0,0.0,0.0,other,0.5,0.0,0
931,male,1.0,0.0,0.0,0.0,naver,1.0,1.0,0
317,female,,,,0.0,gmail,0.0,0.0,0
247,male,1.0,1.0,0.0,0.0,hanmail,0.0,0.0,0
2077,female,1.0,0.0,0.0,0.0,gmail,0.0,0.0,0
2088,female,3.0,0.0,0.0,0.0,other,0.3333333333333333,0.0,0
